Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
476945,B008BY7NSE,A3FZ8EVBO2W9RR,2Blessed2BeStressed,0,0,5,1347667200,Deeelish!!,"I was skeptical initially, but after having totally porked out regular peanuts over the last several days I knew I needed to do something quick! This stuff is amazing and totally satifies my peanut craving. As gross as it sounds, I actually enjoy eating it straight out of the jar :^)"
407700,B001PMC3PM,A2E7MWFFDYGALE,Judy Walls,0,0,5,1290816000,Happy Dog,My dog LOVES this food. He follows us around at meal time till he gets his food and then never leaves his dish till it's gone.
555625,B001B4TTWO,A1GVCK4ZEWMYPB,Aileen,0,0,5,1346630400,My dog loves it as a treat or sprinkled on her food.,These are very good for a dog who is pickie about thier food. If you give them just before eating they seem to want to eat more of the food you use to feed them.Gimborn FReeze dried treats 11.5 oz. Chicken Liver is a good source of nutrion for pickie eaters of dog food.
267652,B000FMZO8G,A2LCRIWBNR09X5,"R. Wenig ""connisuer""",0,0,5,1204156800,Snack Salad,Once you tasted these Snapea Crisps you will be wanting more.The way the company can do this to peas is amazing and the good part about these crisps is the fact that they are baked and have natural ingredients. If you can't get your children to eat vegies try this product. My family loves them and they are also great in salads.
122590,B0001I1HFS,A26GVIBMW35PWQ,Sondra Kornfeld,1,1,5,1258070400,Best Dessert In Town,"All you need in addition to the Serendipity3 Powder is milk and ice cubes.  With those 3 ingredients, you could be a STAR!!!  The finished product is the most outstanding Frozen Hot Chocolate in the world.  This is not an exaggeration.  Makes for the perfect finishing touch for any kind of dinner.<br /><br />40 years ago I became addicted to Serendipity3's Frozen Chocolate from the restaurant of the same name, and it's only since discovering that you can purchase the powder that I have found that I can duplicate this wonderful dessert. Hurray for Amazon for finding and marketing this fabulous product."
435170,B000GRBTUC,A3U1P9RN1MDV23,M. LOVE,1,1,5,1252886400,Best Almonds Yet!,"Maisie Jane is the prime organic almond company in an area known<br />for it's almonds.  The snack packs are easy to carry in the car<br />and purse. Almonds are among the most nutitious nuts helping to<br />balance blood sugar, containing a heart healthy oil, and providing<br />helpful amounts of magnesium, a mineral that many Americans<br />need.  To open the packs on the go, peel the top label away<br />and enjoy!"
86494,B000GZY9HY,A3QS8UOC9RVEKD,picoism,0,0,5,1272326400,THE BEST!!!,These are easy to make and are always in rotation in my pantry.<br />They taste better than real meat with that taco flavoring added.<br />Unfortunately they seem to be getting harder to get at my local store.<br />I would also highly recommend the sloppy joe mix from them too.<br /><br />Jaime Pico
292902,B001E5DXH2,A2524C1GBZCL0B,mickey,0,0,5,1310601600,Relax at home with a cup,I sometimes go to a coffee shop for a special drink. Now I can enjoy at home! I make it with skim milk. I will buy it again. Thanks for a good product!
225603,B002ZX1U9A,A1JON0BG04Q2MG,JOJO,0,0,5,1274140800,Love It!,"The product is excellent and the price for a pack of 50 was outstanding!!!<br />When you drink as much coffee as I do, you need lots of back up! It was shipped in a matter of days and it was in perfect shape. Thank you Amazon.com !!!"
349657,B002GWH6MA,AGL95K4GLGZ4J,"Kevin E. Johnson ""kwithaj""",1,1,5,1307318400,Earl Grey,I was skeptical about it actually being Earl Grey when compared to the price you pay in the supermarket.<br />It is and it's Awesome.
67062,B005GXQX4S,A35L1TBNLNE9MR,Disappointed,1,3,1,1323216000,Not Gold Coast,Starbucks and Amazon thinks this coffee is Gold Coast. It's not. It's labeled Morning Joe and does not taste like Gold Coast. I guess we'll be brewing House Blend--until they change that.
1561,B000E7WM0U,AH6BI8F3EE6K1,Amazon Addict,0,0,5,1266624000,"Tons of flavor, very spicy, excellent.","I was really impressed with this.  There are many flavors, and quite a bit of heat.  With this and your favorite brand of cocunut milk you can make some great Thai curries at home."
261637,B003DA54O6,A1H7HVTVD60SIP,Syd,0,0,5,1315008000,I'll be going through a lot of these!,"My puppy is ALL about these!  She chewed through one in a week and is halfway through her second after only 2 days (and for the record, she's a 5-lb schnoodle, not a big dog)  I suspect I'll be buying a lot of these in my future"
299754,B004729SGO,A2X2G8ME9TS9Y0,B's Mom,0,0,5,1306108800,Little bites of heaven!,"These biscoff cookies are delicious. Crunchy, tasty and go great with coffee. If you are on Weight Watchers they are only one point plus per cookie! No worries about ordering online- they arrived in perfect condition and were being eaten within 10 minutes of arrival. Wish these were on subscribe and save- they are that good!!"
172745,B0046HLXZE,A9V8BTY6HJBK3,Arizona Born,1,1,5,1333238400,Great Price,"I love these oats.  They are hearty and have a bite.  I do not like the quick oats for hot cereal, just for cooking.  I saved almost $1 by purchasing these oats from Amazon."
357327,B001B0C5T2,AAUVIV5KLSC8A,chika,0,0,3,1351036800,good grocery,"This is a good grocery for us.<br /><br />If you want to cook Chahun,your choice is so good!<br /><br />But it's expensive a little bit."
176885,B004D9RTLW,AD5TSU3RICZMV,Ellen M. Barry,0,0,5,1338508800,wonderful treat for daughter in College!,thanks for putting together this attractive and delicious package! I sent it to my daughter to help her get through College exams and she loved it!
353134,B000PMC7GI,AZAXJ3OL0Q346,"ImAtThePostoffice ""yourownmailbox""",0,0,5,1193443200,even better than jerky,"Hickory is one of the top flavors when we asked US troops what they like.  They love the steak strips as they are a bit softer but very satisfying.  If being able to carry along a snack, and needing protein is part of your decision, this flavor in a steak strip cannot be beat !  You won't go wrong on this item."
503524,B00106WYPM,A2T5VEAFT6PUH3,"J. Hollister ""Judy says""",1,1,5,1334361600,Great for cleaning teeth,"This product is wonderful.  My older Westie has always had some trouble with plaque build-up and this product really took care of it.  On top of that, both of the dogs love the flavor, its like a treat to them.  And since I don't have to clean their teeth as often, it is a treat for me as well."
265526,B002W1D890,A3N9JYVNW2ZOL9,YIAYIA,2,2,5,1334534400,HOLD YOUR NOSE...,"First of all, these are not bully sticks, or bully-anything, which I thought were made from the private parts of a bull. Not calling them cow ears, which is what they are, is perhaps a strategy so as not to inflame animal activists. I get that, but these are cow ears and my Collie mix loves these treats - hence, the 5-star review. I don't have to eat them - she does. My Puggle is apparently on my side as he can't get past the extremely strong smell. Yes - It's that bad and I don't know why other reviewers have not made a point about it. I'm an old country girl and I'm not so sensitive as to be picky about such things, but please be warned that these treats are not merely ""smelly"" - they stink to high heaven. We have lots of smelly, yet nourishing, dog treats in the house, but when we serve up these cow ears, the entire house smells like cow manure for about 10 minutes and our hands have to be washed immediately. Please make sure that you store these things in a somewhat airtight container and use tongs when serving."
507976,B006N3IE6A,AK7QWUSSUT6KS,"John ""JSM""",0,0,4,1328918400,Good Columbian,"Dark and full flavored, but distinctly Columbian.  This is a great morning coffee. Better cup of AM Joe than you will get at a coffee place."
485184,B000ER6YJK,A1CRT2UI0YIOQN,Krista,1,1,5,1286582400,Delicious!,I bought this for my 3 year old who is a very selective (aka picky) eater so he gets more fruit in his diet. He loves it along with me and my 5 year old. =)
42482,B002DHSKJG,A2C18CH1YC6BYT,Sophie,2,2,5,1313712000,Plump filling cookies,"I ordered these to keep in my dorm, and opened a box in order to try them. They are a bit on the dry side, but with a glass of cold milk they are delicious. They are rather small and there aren't many in a box, but they are filling and taste very good."
369044,B001D0DMMY,A33IKMXLPRPB5A,E. Reichert,3,3,5,1309910400,Kind Cranberry Almond Bars,"I really like all the Kind bar flavors but the Cranberry Almond are my favorite. They have the right combination of chew and crunch and like all the Kind bars, they are completely natural and very flavorful. I won't eat any other bar with my coffee! Great snack and healthy too."
496187,B008JKU2CO,A2DPQJUKVB36N5,R. Chung,0,0,5,1289260800,Delicious,"Being allergic to all other tree nuts as well as peanuts, this snack bar with macadamia nuts and mango is fantastic.  The macadamia gives it a nice crunchy texture without being too hard.  The mango makes it a little sticky, but the bar can be easily pushed out from the wrapping and eaten a bite at a time without getting your fingers sticky. I really love the taste of this bar."
480155,B001TJRI9W,A1CHHIXTTHI1NN,"James Caravello ""Jack C""",5,5,5,1268265600,True Taste of Italy,"Fantastico! il sapore era squisito,(it was delicious, fresh and wonderful texture).  Truly as good as I have eaten while in Italy on business and vacation.  Of course it comes direct from Italy via Amazon and was received in enough time to be preserved well.<br /><br />Ciao!"
543453,B0012KIBP8,A1QS8MYNL0KQBB,OxfordDECA,0,0,5,1327104000,Kitty's Favorite!,"This is the ONLY type of treats my kitty will eat. I've tried buying at least three other types, and she won't have it. This was the first treat she ever got, and its the only one she wants. I like that the top is easily to close and open, and that I can shake it to let her know she's been a good kitty and is going to be rewarded. It's a good training device. Plus they're good for her teeth!"
11411,B00017WSKW,A3R5EAPPUTDKHL,Dava M. Howard,0,0,5,1344902400,also know as black mustard,this mustard is called brown but it is identical to what other company's label as black.  good quality delivered in small bags.
535488,B000A7Y1VC,A148IJBINXJQ2A,Samir Nasr,0,0,5,1304640000,Gummy Cola,"I rated this product 5 star. It is really the same when you buy it from any other dealer, so the best deal really wins. I mean to look for the least cost."
438219,B000FFIEL2,AMPGRXQMO89X9,Faye L. Bowring,0,0,4,1315440000,"Tasty, thick and hearty!",My first experience with Dr. McDougall's products and I like the Vegan Black Bean and Lime Soup.  I reduced the microwave cooking time but let the soup rest covered for the amount of time as instructed.  It has a good flavor and is very thick and filling.  Some of his soups are for about 2 servings and others are for a single serving.  I purchased 6-packs for a couple flavors and they were packaged so well and arrived in record time.  I would recommend the Black Bean with Lime and will probably order it again.
218469,B0016511UG,A22CW0ZHY3NJH8,Noname,0,0,5,1261526400,Chocolate covered Oreo recipe,"Everyone loves Oreos. They're even better dipped in chocolate. I made a plate of them for my son's Cub Scout cookie auction and a plate of my cookies sold for $20. So yummy.<br /><br />RECIPE<br /><br />2 cups semi-sweet chocolate chips<br />2 tablespoons shortening<br />1 package Oreos<br />*optional: 1 cup white chocolate chips and 1 tablespoon shortening<br /><br />**Before you begin, make sure everything is absolutely dry. Even a drop of water will ruin your creation.**<br /><br />Melt the chocolate chips with the shortening in the microwave for 1 minute. Stir until melted. If needed, heat another 10 seconds at a time until melted. Be careful not to burn the chocolate.<br /><br />Place one cookie in the chocolate and coat. Use a fork to scoop it out, tapping against the bowl and scraping the bottom of the fork on the bowl to remove excess chocolate. Place on wax paper and let it set. Store refrigerated.<br /><br />Optional: To make it pretty, melt a cup of white chocolate with a tablespoon of shortening at 70% in the microwave for 1 minute. Dip a fork in the white chocolate and let it drizzle from the fork onto the semi-sweet chocolate covered cookies. If done neatly, your cookies will look beautiful.<br /><br />Hint: I do one batch in semi-sweet chocolate and one batch in white chocolate. Then, I drizzle the cookies with the alternate chocolate. Plate them together for an eye catching presentation."
113170,B0030F70LO,AR0CBVTO8Q142,scribners,1,3,1,1326240000,thourghly discusted,mis ordered because of the same/simlilar name as item wanted in ability to retorn because item classes as grocery oh yes you can put it up for sale discusting gav it to neighbors dogs Merry ChristmAS wit myself eating up the cost
48266,B004SRH2B6,A7ZGR5KW58S68,Moustafa Baroud,6,8,1,1275264000,DOT BUY PLASTIC BOTTLED ZICO,"I used to LOVE the ZICO Coconut Water.<br />I used to buy 2 boxes monthly.<br />Until they decided to change from the Tetra-Pack to the Platic Bottles.<br /><br />For some reason, ZICO thinks its a better product, unfortunatly, the plastic leaches to the Coconut Water and changes the taste. It literally taste like plastic.<br /><br />I stopped buying ZICO and went over to O.N.E., not as tasty as the Tetra-Pack ZICO, but atleast doesnt taste like plastic!!!<br /><br />KEEP AWAY FROM ZICO, until they change it back to Tetra-Pack!<br /><br />Aparently i found out after some dabling online. Its not 100% coconut water, they changed the process where they make the coconut water out of CONCENTRATE.....honestly...concentrate??? No i am pissed off....."
212197,B000CNB4LE,A1LJDO5BMZ5BBD,S. Nelsen,1,1,5,1340496000,Potassium Explosion!  Cholesteral Marvel!,"I used to not like Coconut water.  When I was in Thailand in 2005 I had a fresh one sliced open and could barely put it down.  Years later, by forcing myself to love it, I now am addicted.  You can learn to love this stuff.  And with its many muscle revitalizing and cholesterol healing properties, you can too.  Coconut water reportedly has a unique long-form cholesterol that helps regulate bad cholesterol, among other healing properties.  Not a low calorie food, are you kidding?  This is nothing compared to juice, tea, soda, etc..  The only natural drinks that have it beat on calories are black coffee and tea. This product is not from concentrate and tastes delicious.  If I could afford it, I would only need this one drink for life and I'd be happy."
347317,B0012DRT08,AI7H1MLK6USYT,"Kimberly Darron ""CakeLady""",1,9,1,1214265600,Very Disappointed,"First of all the shipping charges are ridiculous.  $10+ to ship something that is 1.5 lbs?  Give me a break.  Second they shipped me the wrong thing, they gave me the flourescent colors, and there is 2 of each color.  I mean why would I want small bottles of 2 of each color?  It would be more cost effective just to buy a big bottle of each.  I am trying the americolors because they seem to get such rave reviews, and I wanted a small sample pack before I went out and blew a ton of money on them.<br /><br />I will be sending them back, and asking them to send me the correct ones that I ordered.  I will check back and let you know how it goes..."
137192,B001P05K7M,A16RND64P64QKA,Cheryl Schwartz,0,0,5,1287446400,This product works great!!,"My lab loves these!! I purchased my first bag from the vet at a much higher price.  What a great surprise to find the same exact product at 1/2 the price!! They really keep my dogs teeth clean, he thinks he is getting a super great treat, and it is much easier than brushing his teeth.  You really should try this product."
92393,B007TGDXMK,A1G8OPKTAI9SVK,Steve,1,1,5,1344124800,Excellent Coffee,This coffee is at least as good as any of the actual Keurig K-cups at a much lower cost. I will definitely order it again!
516944,B000G1PAC6,AZ4T9C2CQ56G5,Matthew,29,31,5,1173916800,Fine Ooolong (Wu Long) Tea,"Sometimes I feel like I've been on a diet forever. Of course, I haven't been -- I've been on and off one or another, then back again.<br /><br />I don't believe any tea is a wonder cure for everything, but I find tea helpful in managing my appetite, my stress levels, and outlook on life. I drink this Oolong tea, really enjoy it, and suspect it helps me feel less hungry in the midafternoon.<br /><br />I've heard it's rich in anti-oxidants, and promotes the burning of fat. It may well be. I've lost bodyfat and weight -- but, again, I believe the result are due to a combination of factors that includes regular exercise, counting calories, and taking time to for a deep breath and a warm cuppa."
497165,B004E4EBMG,A2ADO5ATT47T5A,"S. Urwin ""red runts""",0,0,5,1319414400,My favorite flavor!,"This is my favorite flavor, and I decided to purchase from Amazon rather than grocery store because it's better priced.  Everyones taste buds are different, so I recommend trying one first before buying multiple quanitites.  The others are good too, but I find this to be my ultimate favorite.  Love the fact that it's zippo calories."
341907,B0012YKCO2,A1917FU428SZ9S,Mary Susan Monfort,1,1,1,1290556800,Baby Tears,Ordered this plant as a gift (3) from Hirt's gardens.  Two are not going to make it.  Will not order from Hirt's again.  :(
168383,B004UBPP3W,A7J4XWOGBHXQL,Icebergtech,0,0,4,1339113600,Great 2 In 1 Product,I usually take Royal Jelly which you consistently take you fell your energy stays at an all time high.  with this product also including bee pollen I get more bang for the buck than purchasing royal jelly alone
375311,B000G17682,AKP0JC6CVCB2L,Jackie of all Trades,1,1,4,1273017600,Excellent Base with Additions,"""Amy's Organic Thai Coconut Soup"" is great when I don't have time to make my own Tam Kha. I am not able to try ""Thai Kitchen Coconut Ginger Soup"" because I am allergic to the Anchovy it contains. The Thai Kitchen also contains almost twice the amount of sodium than Amy's product.<br /><br />It is a quick base for a meal with additions or leftovers like: shellfish, chicken, rice, rice noodles, vegetables, and additional spices if you like it spicier.<br /><br />The flavors are well balanced and can be zipped up or toned down depending on individual tastes."
52246,B001EO5YXO,A15H8H0ZE3D28D,Patricia Davis,0,0,5,1285027200,spices,"This was a gift for my daughter.  I've always enjoyed cooking with Provence herbs and thought she would, too.  It's a nice combination of herbs which can be used on all sorts of food.  Prompt delivery and excellent seller."
473717,B0065EQYLE,A38BH06BFC3JS3,L. Rock,0,0,5,1329955200,An excellent cost,"I love stevia, I have experimented with the liquid, glycerin, the one oz powder size and this is by far the best for your money.  Just be careful adding it to something cold, you might want to mix it with warm-to-hot water first to get it in liquid form before adding it.  Also, I make approx 2 liters of tea at a time and only need to add one-half teaspoon stevia powder!  I am very thankful for this 16 oz size!"
308731,B000F3S6JY,A1SRV7QTQZJJ9Z,Pam,0,0,5,1273104000,Amazon you made my day!,"I have been using Aromat Seasoning for around 12 years after receiving it as a gift from a friend from Switzerland.  Since I had to ask him to supply me when we ran low, I used it very sparingly.  I searched it on the internet this morning and was thrilled to find it on Amazon.  The price is also great.  Now that I know I can order this from Amazon I am anxious to experiment with some of the ways the other reviewers have suggested.  Thank you Amazon!"
523830,B000KSPX7C,A208BKG2N479EE,April,3,3,5,1249948800,Great Coffee,"I was looking for organically grown, whole bean coffee for my percolator.  I'm very happy with this purchase.  The coffee is dark and rich, and is very affordable.  I will definitely buy this brand again."
105289,B001EQ4QJK,ASBGETWAWNFQ1,"Kenneth B. Paton ""Cougarclaws""",0,0,5,1336435200,Different and tasty!,"When I first tried these tasty almonds, I was amazed at the great marriage of flavor. Has the kick of wasabi, and the sweet taste of roasted almonds. The first one is an eye opener each time even after you have had them many times. Bold and fun! If you like sushi, and you enjoy the taste of wasabi, these are for you."
17169,B000EH0RU2,A2C683ZPQMF42C,Sandra I. Oliver,2,2,5,1166486400,A Whole New Rice Experience,"I love the RiceSelect blends.  I have tried four of them including this Royal Blend and find each of them unique, adaptable and delicious.  I make them in my rice machine and they come out perfect every time.  I use them as side dishes and in casseroles and find they add zing to every meal.  I brought a casserole with this blend to a potluck supper and every single grain and berry was gone at the end.  It was a big hit.  If you want to try something different from regular brown or white rice, give RiceSelect Royal Blend a whirl.  I'm betting you enjoy every morsel."
271531,B004YWHTBS,A2VRQ6QJQ8F9GO,k-man,0,0,3,1315699200,Not worth of price,"This cliff bar is much more expensive than the nature valley products. But, it is not worth to be pricey."
418496,B003N0ZEKU,A32O98PFC3OP7K,A Gamer at Heart,0,0,3,1336867200,Great Aroma but flavor Just Okay,"I tried this based on the great customer reviews.  I use the Keurig at work (we have one that everyone shares - you just need to bring in your own K-Cups).  The aroma is fantastic, but the actual flavor is just okay. We typically run it through twice using the small cup setting, so it gives us a full large cup.  Maybe this is better if you just run it through one time and make a short cup.  I thought maybe it was just me, so I gave it to a friend who also loves flavored coffee.  He tried it and was not very excited either.  It is certainly a personal preference with regard to flavor."
74961,B0026RQTGE,A1BA3HEE3KPKGN,PaulyEddyFreddy,3,3,5,1293321600,Great for Treats and Teeth,"These Greenies are a great buy. I used to get the Petite size for my Bicon/Poodle and my Bichon, but found that you get more treats with the Teenies and the dogs enjoy them just as much. So, if you have small dogs up to say 25 or 30 pounds, the Teenies are the best. I don't think you can find them any cheaper."
329652,B002QWHJOU,A1LTCPCLJE6A1O,"Marianne L. Grantham ""(Nan)""",0,0,5,1328745600,Loves clean teeth!,"My dog seems to know when it about noon and time to ""brush his teeth!"" He does vertical jumps until that little green toothbrush comes out of the container!"
114445,B007QNTRJ4,A13FI5DUMLB4WL,Chelsea Kelly-sipe,9,9,2,1343433600,Bought via Groupon...not as fresh as I hoped.,"I bought these macarons through Groupon and only spent $24. When they arrived, the cool pack was warm to the touch. The macarons were wrapped in plastic in sets of 12. I was excited to have that fresh macaron taste, but I was sorely disappointed. They lacked the typical moisture and the flavors were a bit bland. Even though I put them in the fridge, they are getting harder and less tasteful by the minute. I guess nothing beats fresh macarons from Paris!"
448714,B0016CSRXS,A2Z9K0ECM3C19T,"Jean Hurley ""fan of otherworldly books""",2,2,5,1251417600,St. Dalfour preserves are amazing,"Ever since I started using primarily organic products with natural sugars, I've relied on St. Dalfour's products to satisfy my sweet cravings. Their preserves are amazing. They haven't been over-processed like many common market jams/jellies. When you get the blueberry one, you see blueberries. So, yes, the texture may be a bit different, but the quality and taste are unsurpassed."
222074,B007F5MJMA,ATH4YT9BZUXT,joan goepel,0,0,5,1347321600,Healthiest Dog Food,"Avoderm oven baked lamb and brown rice has proven to be the best food for Trevor (greyhound).  It's easy for him to digest, has improved his coat (thicker and glossy) and lessened intestinal gas.  He eats it with apparent enjoyment.  It's not easy to find this product everywhere.  Amazon has had it and at the best price."
441782,B004E4HUMY,A110RS7QL8Q1UX,Jonathan Pedrone,0,0,5,1325548800,Great taste no calories,"When I first saw a commercial for this product I was a bit skeptical whether or not it would live up to expectations.  Personally I found that the product lived up to, and maybe surpassed some of my expectations.  If you are like me, constantly looking for ways to spice up your drink without the extra sugar and calories, this is a great product for you.  Mio allows you to add as much extra flavor as you want, you can add a drop, or pour the entire bottle into your drink, the result is a sugar free drink that is specifically designed by you.<br /><br />I personally really enjoyed this product because it has no calories, and no sugar in it.  Drinking 8 glasses of water a day is a struggle, but this is one way to get your water intake and enjoy a flavored drink without any extra calories.  If you are looking to cut back on your sugary drink intake, this is a great product to pick up, because it will allow you to enjoy a flavored drink without the sugar."
131145,B001F3G2TO,A1TAK1FCE9RIQC,Frederick J. Ashby,3,4,4,1255564800,Good Quality Product,"This is good quality mango.  I have tried many different kinds of dried mango and this is not the best, but it is the best for the price.  It is not stringy, has good flavor and a lot of sweetener.  I would give it 5 stars if it didn't have artificial coloring."
36977,B001GVIS6U,A34BRSDS9MJXTZ,P. Neely,1,1,5,1343433600,My favorite oatmeal,"This is a staple for us. Whole Foods carries it only intermittently, so finding it here on Amazon in a pack of six was great. It is not necessarily cheaper than it would be in the store, but at least they have it. The other grocery stores near us do not have it.<br /><br />We cook this by microwaving it. Even with only a two serving portion in the bowl, you will need a wide (3 inches at the base) and tall (five inches or taller) bowl to be able to microwave it without the oatmeal bubbling out over the bowl. That's my only complaint about this otherwise tasty, highly affordable, super-healthy food. I have to cook it in a huge bowl to keep the microwave clean.<br /><br />I add shaved almonds and raisins to this. Brown sugar is also very, very delicious with it.<br /><br />I live at 7,000 feet, by the way. If you are closer to sea level, maybe you won't have the bubbling over problem."
76421,B001HTKOWC,A39EQRLJQJ51BM,Green Mom,1,1,3,1309564800,Not my favorite flavor,"I love Stash mint green & white teas but this is not my favorite variation. It's much better over ice than warm so I think I'll use my purchase to make lots of iced tea. To be fair, it's a high quality tea. I think I really wanted a real mojito."
96500,B00356UQU0,A2D3OUYD03EJXY,Jeffrey W. Ellis,0,0,1,1281657600,RIP OFF ALERT,I misunderstood this add. The price is a major rip off do not buy at any cost.
108990,B000E80BIE,A1NDS0MCY1P2GJ,judith,5,5,5,1162425600,Top of the Line Product!!,"Quality, taste,versatility & price makes this a great food product to use your imagination with. It's flavorful without being overbearing, the ingredients are fresh-tasting & the very useful size & container make it a 'must-have' in your fridge. I've used it as suggested but also made rice with it (try a little orange juice for liquid), I've marinated pork loin, put it on a beef roast w/ extra tamarind paste, made soup with spinach, noodles & left-over chicken...Versatility is it's middle name. Use your imagination & enjoy this delcious sauce.  Purchased during a 'Grocery sale' & joining Prime for shipping gives this added bonus."
463879,B00086I9FY,AP3PKYVY9GB7A,AmyZig,0,0,1,1348444800,Expensive and didn't melt,"I've heard the Mercken's brand of melts works great for things like cake pops. My order did not come close to meeting these expectations. I think the package I received was old because after just 30 seconds in the microwave, the melts were crumbling and never melted. These are also very expensive for the amount you get. I would beware ordering these from Amazon - maybe the ones you buy in stores are ok, but I don't have a store nearby they are sold in."
289824,B002Y5MM8M,AL8RNP73OF7TX,"K. Rachko ""Kimsole""",0,0,4,1325116800,Not the same but still strangely addicting,"I have loved these from the beginning when they were delfa rolls and then danish ribbons. I was devastated when they were nolonger available and could not wait to try the ""new formula"" because they are not the same and they have a more artificial manufactured strawberry flavor. I searched for their return online since I am a fan along with my sister and husband and we adopted the new taste and it grows on you and becomes oddly addicting with the same texture that you love to unroll."
551444,B004L5NFT8,A9GIGJUB98JNR,"Chen Sun ""WebAndNet.com""",1,1,5,1245801600,heavenly,"Tastes like lemon chiffon in one's mouth, but texture crumbles and is a bit crunchy (I like).  Messy food, but the wrapper, if one is careful, contains it well.  Filling too.  It's the single best non-dairy snack I've ever eaten."
52609,B000ODODP6,A1MHDPOOJM5W7N,"bordercrosser ""bordercrosser""",4,4,5,1203379200,Subtle and unforgettable.,"At first I found it suspect that this butter was unusually pale and did not have the deep yellow carotene content of other pasture-based (as opposed to grain-based) butters. But then I tasted it and all hesitations were put to rest. It is mild yet not bland, rich and creamy yet not cloying, and has a fullness that is both satisfying and addicting. I usually like to sprinkle a little Fleur de Sel or coarse sea salt over unsalted butter, but didn't even consider it with this; it would have interfered with its luscious, subtle taste. We made this package last as long as we could and were sorry to see it go."
441610,B000CQ4DRS,A1OVGSEECRT2WW,anonymous,0,0,5,1302220800,So much cheaper than in stores!!!,This is Annie's best flavor of mac&cheese and usually it is very expensive (they stopped selling it around me about 10 years back and have recently started selling it again but at a very high price)...I love it!
105563,B000ST7Q82,A3AYZFBD94OHB6,Ethan Tira-Thompson,1,2,5,1329004800,Good ol' flavored sugar,Is what it says... just try not to eat too many in one sitting ;)<br />Amazon wants 20 words?  Coke and root beer are my favorite!
537453,B001J11HR4,A13AAOI8XB4AOA,"Rick Utgaard ""Rick Utgaard""",3,3,3,1285632000,Good but not great,"The product itself is alright, but I haven't tried other brands to compare it anything.  It seems like the flavor could be a little stronger so a person wouldn't have to put so much in.  It cost more to ship the product than I paid for it.  As it turns out, I would have been better off buying the product from the local grocery store."
374439,B00004CI84,A2SPSSA2FOD48K,Daisica L. Smith,1,1,5,1223251200,I LOVE THIS MOVIE!!!!,"This movie is a classic scare comedy! Perfect for Halloween!!! If you love Tim Burton, this is a must own (pre Winona Ryder shoplifting breakdown). It's cheesy, fun, and a movie I can watch over and over!!!"
535718,B003VXHGDM,A1GW3F20WIZ01W,A. Waligora,1,1,5,1286496000,Breakfast in Bed Coffee K-Cups,"This has made me into a coffee lover!  Very  mild and easy on the stomach, but with a great flavor.  Love it!"
496501,B001181NBA,A2WMONS4FVKF8H,Kris,0,0,5,1350432000,Love them,Taste like cookies. 200 calories I eat one every day for breakfast. Vanilla is great too as is wild berry  my husband likes chocolate peanut butter.
176238,B002J6ARK6,A1P0AAMTRDJ8F9,James F. Rogers,9,9,5,1255305600,Nice product,"This is a great spice, typical of the southern Basque area of France.  Slightly spicy/hot, it adds great depth of flavor to any dish where you would think a dried pepper such as paprika might be appropriate.  Used to be very hard to find in the US."
285071,B001E5E3JY,A1XEPVZIZUFLGE,violet4,0,0,3,1325808000,Not sweet enough,"The directions say up to 8 drops for a serving.  I find that I need 16 drops to get a mild sweetness.  Other than that, it is OK."
190516,B001EQ4S52,A3CBILJKSV5PDN,Carol Taylor,1,1,5,1217030400,So Glad I Found It!,"I had been checking out all of the stores in my area.  My town is very small.  We have just one store.  But, I shop in El Paso and Midland-Odessa usually once a month.  I was dismayed to find all of the large supermarkets in that area do not carry the decaffeinated Suisse Mocha Coffee Drink Mix made by General Foods International.  Then I said to my self.  Where did you find the Campbell's Butternut Squash soup?  Amazon.com.  I got on the computer and sure enough there it was -  my decaffeinated Suisse Mocha.<br /><br />I am so thankful everyday that I usually can find ""hard to find"" items on Amazon.  The delivery is fast, the product is packaged wonderfully and the product is delicious.  Thank you again Amazon.com<br /><br />Sincerely,<br /><br />Carolyn Delaware"
107256,B000KOQJ1A,A37PV5GMP2ILJC,Amanda Richards,6,10,4,1234569600,90 seconds,"Rice for one<br />Swiftly done<br />Squeeze, tear<br />Zap.<br />There!<br /><br />Skillet, pot<br />Worry not<br />Ready rice<br />Quick<br />Nice!<br /><br />Plump grains<br />Time gains<br />Kinda pasty<br />But<br />Tasty<br /><br />All alone?<br />Don't phone<br />The takeout<br />Just<br />Break out<br /><br />Say this rhyme<br />In the time<br />It'll take<br />To<br />Make<br /><br />Amanda Richards, February 14, 2009"
359591,B007M832YY,AUG4K0USM185C,Miami teacher,0,0,5,1290902400,"Tasty, crunchy and healthier than regular chips","I have tried all of the flavors of Popchips and the Original is my favorite.  You know those chips Munchos that you get at convenience stores?  Well, these kind of remind me of them but they are: 1) tastier, 2) less salty, 3) less processed tasting and 4) better for you.  These are great snacking chips, good with dip, but definitely great on their own.  Crunchy and delicious!  If you like potato chips, you will definitely like Popchips.  Only thing that is weird is that some of the bags are saltier than others - I am not sure why."
468812,B006Y7WHZE,A2GK3EE5G61T7J,CaliHappy,0,0,5,1345766400,Best Coffee ever,"Best Roasted flavored whole bean coffee, better than S********'s, comes dated, amazon always brings in the newest batch and does not sit on shelf very long, makes a good pot of java and doesnt last long, the whole family goes thru 3 pots a day. cant get enough."
